English,Gloss,Href
Chemistry is my favorite class in school.,SCHOOL MY FAVORITE CLASS WHAT? CHEMISTRY.,https://www.signingsavvy.com/sentences/school/5732
My library has ASL story time every month.,EVERY MONTH MY LIBRARY HAVE WHAT? A-S-L STORY TIME.,https://www.signingsavvy.com/sentences/school/5733
The list of school supplies included a box of crayons.,SCHOOL S-U-P-P-L-Y LIST THIS BOX COLOR WRITE (crayons).,https://www.signingsavvy.com/sentences/school/5734
You are learning sign language.,YOU LEARN WHAT? SIGN LANGUAGE.,https://www.signingsavvy.com/sentences/school/5735
Do you know our national anthem?,OUR NATIONAL ANTHEM SONG YOU KNOW?,https://www.signingsavvy.com/sentences/school/5736
My mom teaches kindergarten.,KINDERGARTEN MY MOM TEACH.,https://www.signingsavvy.com/sentences/school/5737
We learn about Abraham Lincoln today in history class.,TODAY HISTORY CLASS WE LEARN ABOUT WHO? ABRAHAM LINCOLN.,https://www.signingsavvy.com/sentences/school/5738
Roy Holcomb was a deaf teacher who coined the term total communication.,R-O-Y H-O-L-C-O-M-B HE DEAF TEACHER INVENTED TERM T-O-T-A-L C-O-M-M-U-N-I-C-A-T-I-O-N TOTAL COMMUNICATION.,https://www.signingsavvy.com/sentences/school/5739
I’m afraid to go to the library because the librarian is a grouch.,LIBRARY GO-TO AFRAID ME WHY? LIBRARIAN SHE GROUCH.,https://www.signingsavvy.com/sentences/school/5740
"Alexander Graham Bell was a famous inventor who was involved in deaf education, but ironically he did not support the use of American Sign Language.",A-G-B HIMSELF FAMOUS INVENTOR INVOLVED DEAF EDUCATION BUT IRONICALLY HE NOT SUPPORT A-S-L.,https://www.signingsavvy.com/sentences/school/5741
I went to school.,SCHOOL I WENT.,https://www.signingsavvy.com/sentences/school/7730
I write everyday.,EVERYDAY I WRITE.,https://www.signingsavvy.com/sentences/school/7729
I like books.,I LIKE BOOKS.,https://www.signingsavvy.com/sentences/school/6130
I love books.,I LOVE BOOKS.,https://www.signingsavvy.com/sentences/school/6133
I dislike books.,I DISLIKE BOOKS.,https://www.signingsavvy.com/sentences/school/6136
I hate books.,I HATE BOOKS.,https://www.signingsavvy.com/sentences/school/6139
Do you like books?,YOU LIKE BOOKS?,https://www.signingsavvy.com/sentences/school/6142
I like pencils.,I LIKE PENCILS.,https://www.signingsavvy.com/sentences/school/6443
I love pencils.,I LOVE PENCILS.,https://www.signingsavvy.com/sentences/school/6447
I don't like pencils.,I DON'T LIKE PENCILS.,https://www.signingsavvy.com/sentences/school/6451
I hate pencils.,I HATE PENCILS.,https://www.signingsavvy.com/sentences/school/6455
Do you like pencils?,YOU LIKE PENCILS?,https://www.signingsavvy.com/sentences/school/6459
I like to write.,I LIKE WRITE.,https://www.signingsavvy.com/sentences/school/6464
I love to write.,I LOVE WRITE.,https://www.signingsavvy.com/sentences/school/6468
I don't like to write.,I DON'T LIKE WRITE.,https://www.signingsavvy.com/sentences/school/6472
I hate to write.,I HATE WRITE.,https://www.signingsavvy.com/sentences/school/6476
Do you like to write?,YOU LIKE WRITE?,https://www.signingsavvy.com/sentences/school/6480
Tom loves writing.,T-O-M LOVES WRITING.,https://www.signingsavvy.com/sentences/school/6485
I love to write books.,I LOVE WRITE BOOKS.,https://www.signingsavvy.com/sentences/school/6489
Do you write books?,YOU WRITE BOOKS?,https://www.signingsavvy.com/sentences/school/6493
I like typing.,I LIKE TYPING.,https://www.signingsavvy.com/sentences/school/6498
I love typing.,I LOVE TYPING.,https://www.signingsavvy.com/sentences/school/6502
I don't like typing.,I DON'T LIKE TYPING.,https://www.signingsavvy.com/sentences/school/6506
I hate typing.,I HATE TYPING.,https://www.signingsavvy.com/sentences/school/6510
Do you like typing?,YOU LIKE TYPING?,https://www.signingsavvy.com/sentences/school/6514
Can you type?,YOU TYPE?,https://www.signingsavvy.com/sentences/school/6518
I like playing the piano.,I LIKE PIANO.,https://www.signingsavvy.com/sentences/school/6523
I love playing the piano.,I LOVE PIANO.,https://www.signingsavvy.com/sentences/school/6527
I don't like playing the piano.,I DON'T LIKE PIANO.,https://www.signingsavvy.com/sentences/school/6531
I hate playing the piano.,I HATE PIANO.,https://www.signingsavvy.com/sentences/school/6535
Do you love playing the piano?,YOU LOVE PIANO?,https://www.signingsavvy.com/sentences/school/6539
I love my Yamaha piano.,I LOVE MY Y-A-M-A-H-A PIANO.,https://www.signingsavvy.com/sentences/school/6544
"Yes, I like books.",YES I LIKE BOOKS.,https://www.signingsavvy.com/sentences/school/6606
My class always starts on time.,MY CLASS ALWAYS STARTS ON TIME.,https://www.signingsavvy.com/sentences/school/6636
Rebecca's major is English.,R-E-B-E-C-C-A MAJOR WHAT? ENGLISH.,https://www.signingsavvy.com/sentences/school/7732
My father's favorite class is math.,MATH MY FATHER HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7048
My mother's favorite class is algebra.,ALGEBRA MY MOTHER HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7050
My grandfather's favorite class is geometry.,GEOMETRY MY GRANDFATHER HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7052
My grandmother's favorite class is science.,SCIENCE MY GRANDMOTHER HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7054
My uncle's favorite class is biology.,BIOLOGY MY UNCLE HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7056
My aunt's favorite class is chemistry.,CHEMISTRY MY AUNT HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7058
My nephew's favorite class is theater.,THEATER MY NEPHEW HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7060
My niece's favorite class is English.,ENGLISH MY NIECE HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7062
My (male) cousin's favorite class is history.,HISTORY MY COUSIN HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7064
My husband's favorite class is nursing.,NURSING MY HUSBAND HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7066
My wife's favorite class is medicine.,MEDICINE MY WIFE HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7068
My son's favorite class is music.,MUSIC MY SON HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7070
My daughter's favorite class is law.,LAW MY DAUGHTER HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7072
My brother's favorite class is psychology.,PSYCHOLOGY MY BROTHER HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7074
My sister's favorite class is social work.,SOCIAL WORK MY SISTER HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7076
My boyfriend's favorite class is education.,EDUCATION MY BOYFRIEND HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7078
My girlfriend's favorite class is art.,ART MY GIRLFRIEND HER FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7080
My friend's favorite class is business.,BUSINESS MY FRIEND THEIR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7082
My good friend's favorite class is interpreting.,INTERPRETING MY GOOD FRIEND THEIR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7084
My best friend's favorite class is religion.,RELIGION MY BEST FRIEND THEIR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7086
My teacher's favorite class is engineering.,ENGINEERING MY TEACHER THEIR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7088
My favorite class is plumbing.,PLUMBING MY FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7090
Your favorite class is auto mechanics.,AUTO MECHANICS YOUR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7092
My (male) cousin's favorite class is hair styling.,HAIR STYLING MY COUSIN HIS FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7094
My teacher's favorite class is engineering.,ENGINEERING MY TEACHER THEIR FAVORITE CLASS.,https://www.signingsavvy.com/sentences/school/7381
Welcome to the first day of class!,FIRST DAY CLASS WELCOME.,https://www.signingsavvy.com/sentences/school/7588
I bought a new hat.,NEW HAT I BUY FINISH.,https://www.signingsavvy.com/sentences/shopping/5742
I wanted to buy a ticket for the game but they had none left.,BUY TICKET FOR GAME I WANT BUT NONE LEFT.,https://www.signingsavvy.com/sentences/shopping/5743
I just bought a new shirt.,NEW SHIRT I RECENTLY BUY.,https://www.signingsavvy.com/sentences/shopping/5744
Thank you for the nice gift.,THANK YOU NICE GIFT.,https://www.signingsavvy.com/sentences/shopping/5745
I need to buy new comfortable shoes before I go to Disney World.,NEW COMFORTABLE SHOES NEED BUY I WHY? DISNEY WORLD GO-TO WILL I.,https://www.signingsavvy.com/sentences/shopping/5746
I need to buy a new car soon.,SOON NEW CAR BUY I NEED.,https://www.signingsavvy.com/sentences/shopping/5747
Do you want to walk to the store to buy ice cream?,STORE YOU WANT WALK BUY ICE CREAM?,https://www.signingsavvy.com/sentences/shopping/5748
I save money at the grocery store by using coupons.,GROCERY STORE I SAVE MONEY HOW? USE C-O-U-P-O-N-S.,https://www.signingsavvy.com/sentences/shopping/5749
I just bought a blueberry candle.,RECENTLY BLUEBERRY CANDLE I BUY.,https://www.signingsavvy.com/sentences/shopping/5750
What color is your new car?,YOUR NEW CAR COLOR WHAT?,https://www.signingsavvy.com/sentences/shopping/5751
I need to measure the room before I buy carpet.,BEFORE C-A-R-P-E-T I BUY ROOM MEASURE I NEED.,https://www.signingsavvy.com/sentences/shopping/5752
I bought my kids new pajamas for Christmas.,CHRISTMAS NEW PAJAMAS I BOUGHT MY KIDS.,https://www.signingsavvy.com/sentences/shopping/5753
I buy colorful paper clips.,COLORFUL PAPER CLIPS I BUY.,https://www.signingsavvy.com/sentences/shopping/5754
I just bought a new plaid shirt.,RECENTLY NEW SHIRT PLAID I BUY.,https://www.signingsavvy.com/sentences/shopping/5755
I need black thread to sew my dress.,MY DRESS SEW BLACK THREAD I NEED.,https://www.signingsavvy.com/sentences/shopping/5756
I need batteries for my new toy.,MY NEW #TOY BATTERY I NEED.,https://www.signingsavvy.com/sentences/shopping/5757
I'm excited I bought a new bike.,ME EXCITED WHY? NEW BIKE I BOUGHT.,https://www.signingsavvy.com/sentences/shopping/5758
I need to go to the post office and buy more stamps.,#PO I NEED GO WHY? BUY MORE STAMPS.,https://www.signingsavvy.com/sentences/shopping/5759
I can't believe how expensive my telephone was!,MY TELEPHONE EXPENSIVE I CAN'T BELIEVE!,https://www.signingsavvy.com/sentences/shopping/5760
My grandmother bought me new underwear for Christmas.,CHRISTMAS NEW UNDERWEAR MY GRANDMOTHER BOUGHT ME.,https://www.signingsavvy.com/sentences/shopping/5761
I hate shopping on Black Friday.,BLACK FRIDAY SHOPPING I HATE.,https://www.signingsavvy.com/sentences/shopping/5762
I enjoy shopping on Cyber Monday.,C-Y-B-E-R MONDAY SHOPPING I ENJOY.,https://www.signingsavvy.com/sentences/shopping/5763
I bought a new bikini for spring break.,SPRING BREAK NEW BIKINI BOUGHT I.,https://www.signingsavvy.com/sentences/shopping/5764
I like to ice skate on our pond.,OUR P-O-N-D ICE SKATE I LIKE.,https://www.signingsavvy.com/sentences/sports/5765
I like to be active and not sit and watch TV all day.,ALL DAY I LIKE ACTIVE NOT SIT WATCH #TV.,https://www.signingsavvy.com/sentences/sports/5766
"Did you see the movie about the life of Kitty O’Neil, a deaf stuntwoman and racer?",YOU FINISH SEE MOVIE ABOUT DEAF WOMAN HERSELF FAMOUS S-T-U-N-T WOMAN AND CAR RACER. HER NAME K-I-T-T-Y O’-N-E-I-L.,https://www.signingsavvy.com/sentences/sports/5767
Do you like to watch baseball?,BASEBALL WATCH YOU LIKE?,https://www.signingsavvy.com/sentences/sports/5768
My brother is thin because he exercises everyday.,MY BROTHER THIN WHY? (because) EXERCISE EVERYDAY.,https://www.signingsavvy.com/sentences/sports/5769
I like to watch college football games.,COLLEGE FOOTBALL GAMES WATCH I LIKE.,https://www.signingsavvy.com/sentences/sports/5770
William “Dummy” Hoy was a Deaf Major League Baseball player and some say he helped establish the baseball signals for safe and out calls.,W-I-L-L-I-A-M D-U-M-M-Y H-O-Y HIMSELF FAMOUS DEAF BASEBALL PLAYER HE HELP SETUP BASEBALL S-I-G-N-A-L-S SAFE OUT.,https://www.signingsavvy.com/sentences/sports/5771
I wanted to buy a ticket for the game but they had none left.,BUY TICKET FOR GAME I WANT BUT NONE LEFT.,https://www.signingsavvy.com/sentences/sports/5772
Kenny Walker is deaf and played football in the NFL for the Denver Broncos.,K-E-N-N-Y W-A-L-K-E-R HE DEAF HE PLAY FOOTBALL N-F-L WHICH TEAM? D-E-N-V-E-R B-R-O-N-C-O-S.,https://www.signingsavvy.com/sentences/sports/5773
I roller skated a lot when I was young.,WHEN I YOUNG I ROLLER SKATED A LOT.,https://www.signingsavvy.com/sentences/sports/5774
I love watching sports every Saturday.,EVERY SATURDAY S-P-O-R-T-S WATCH I LOVE.,https://www.signingsavvy.com/sentences/sports/5775
My favorite time to swim is 8 in the morning.,MY FAVORITE TIME SWIM WHEN? 8 MORNING.,https://www.signingsavvy.com/sentences/sports/5776
We have to practice together for our dance competition.,OUR DANCE COMPETITION PRACTICE TOGETHER WE SHOULD.,https://www.signingsavvy.com/sentences/sports/5777
I like to drink a big glass of milk after exercising.,FINISH EXERCISE MILK BIG GLASS DRINK I LIKE.,https://www.signingsavvy.com/sentences/sports/5778
I am taking a yoga class on Monday.,MONDAY Y-O-G-A CLASS ME TAKE.,https://www.signingsavvy.com/sentences/sports/5779
I plan to ski in the winter.,WINTER SKI I PLAN.,https://www.signingsavvy.com/sentences/sports/5780
I am looking forward to summer because I can ride my bike.,SUMMER I LOOK-FORWARD WHY? RIDE-BIKE.,https://www.signingsavvy.com/sentences/sports/5781
My daughter takes dance lessons every Saturday morning.,EVERY SATURDAY MORNING DANCE LESSONS MY DAUGHTER TAKE.,https://www.signingsavvy.com/sentences/sports/5782
I am terrible at archery.,ARCHERY ME TERRIBLE.,https://www.signingsavvy.com/sentences/sports/5783
"The soccer team lost, but they still had a good attitude.",SOCCER TEAM ALL-OF-THEM LOST DOESN’T MATTER STILL GOOD ATTITUDE.,https://www.signingsavvy.com/sentences/sports/5784
My friends and I had fun at the baseball game.,BASEBALL GAME MY FRIENDS ALL-OF-US HAD #FUN.,https://www.signingsavvy.com/sentences/sports/5785
My father plays golf every morning.,EVERY MORNING MY FATHER PLAY GOLF.,https://www.signingsavvy.com/sentences/sports/5786
I always eat hot dogs at baseball games.,BASEBALL GAMES HOT DOGS I ALWAYS EAT.,https://www.signingsavvy.com/sentences/sports/5787
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/sports/5788
I have committed myself to training for the Boston Marathon.,BOSTON M-A-R-A-T-H-O-N TRAIN I COMMIT.,https://www.signingsavvy.com/sentences/sports/5789
Jeff Float is a deaf American swimmer who won a gold medal at the 1984 Olympics.,J-E-F-F F-L-O-A-T HIMSELF AMERICAN DEAF SWIMMER 1984 OLYMPICS GOLD MEDAL HE WON.,https://www.signingsavvy.com/sentences/sports/5790
I'm excited I bought a new bike.,ME EXCITED WHY? NEW BIKE I BOUGHT.,https://www.signingsavvy.com/sentences/sports/5791
The coach complimented his players for working hard.,PLAYERS ALL-OF-THEM THEIR COACH COMPLIMENT WHY? WORK HARD.,https://www.signingsavvy.com/sentences/sports/5792
Meb is a fast runner.,FAST RUNNER WHO? M-E-B.,https://www.signingsavvy.com/sentences/sports/5793
You need to go hunt for your running shoes.,YOUR RUNNING SHOES LOOK-FOR (hunt) NEED YOU.,https://www.signingsavvy.com/sentences/sports/5794
"Matt Hamill is a Deaf wrestler. He won three NCAA National Championships, a silver and gold medal in the Deaflympics, and there is a movie about his life called “The Hammer.”","M-A-T-T H-A-M-I-L-L HIMSELF DEAF WRESTLER. HE LIST ACCOMPLISHMENTS ONE-OF-THREE THREE N-C-A-A NATIONAL CHAMPIONSHIPS, TWO-OF-THREE HE WON 1 SILVER MEDAL 1 GOLD MEDAL DEAFLYMPICS, THREE-OF-THREE HAVE MOVIE ABOUT HIS LIFE QUOTE “T-H-E H-A-M-M-E-R”.",https://www.signingsavvy.com/sentences/sports/5795
My daughter can climb a tree like a monkey.,TREE CLIMB SAME-AS MONKEY MY DAUGHTER CAN.,https://www.signingsavvy.com/sentences/sports/5796
I run 25 miles every week.,EVERY WEEK 25 M-I-L-E-S I RUN.,https://www.signingsavvy.com/sentences/sports/5797
I was the fourth person chosen for the soccer team.,SOCCER TEAM ME FOURTH PERSON CHOSEN.,https://www.signingsavvy.com/sentences/sports/5798
I am the vice president of my tennis club.,MY TENNIS C-L-U-B I VICE PRESIDENT.,https://www.signingsavvy.com/sentences/sports/5799
I made a pledge to my family to exercise more.,MY FAMILY PLEDGE ME WHAT? EXERCISE MORE WILL I.,https://www.signingsavvy.com/sentences/sports/5800
"My sister is such an amazing athlete, she plays soccer and basketball.",MY SISTER AMAZING ATHLETE SOCCER BASKETBALL SHE PLAYS.,https://www.signingsavvy.com/sentences/sports/5801
What tool do I need to fix the bike seat?,BIKE SEAT #FIX WHICH T-O-O-L I NEED?,https://www.signingsavvy.com/sentences/sports/5802
My brother fell off his skateboard and broke his wrist.,SKATEBOARD MY BROTHER FALL WRIST BROKE.,https://www.signingsavvy.com/sentences/sports/5803
I play tennis every Friday with 3 women.,EVERY FRIDAY TENNIS I PLAY WITH 3 WOMEN.,https://www.signingsavvy.com/sentences/sports/5804
The coach encouraged me to join the basketball team.,BASKETBALL TEAM COACH ENCOURAGED ME JOIN.,https://www.signingsavvy.com/sentences/sports/5805
"Your team lost, get over it!",YOUR TEAM LOST GET OVER IT!,https://www.signingsavvy.com/sentences/sports/5806
I was a high school cheerleader for 4 years.,4 YEARS HIGH SCHOOL CHEERLEADER I.,https://www.signingsavvy.com/sentences/sports/5807
"Ashley Fiolek is a Deaf Motocross Racer. She started motorcycling when she was three years old. She won four Woman Motocross Championships in 2008, 2009, 2011, 2012. She is now retired.","A-S-H-L-E-Y F-I-O-L-E-K SHE DEAF M-O-T-O-C-R-O-S-S MOTORCYCLE RACER. SHE OLD THREE STARTED MOTORCYCLING. GROW-UP WON FOUR WOMEN M-O-T-O-C-R-O-S-S CHAMPIONSHIPS ONE-OF-FOUR 2008, TWO-OF-FOUR 2009, THREE-OF-FOUR 2011, FOUR-OF-FOUR 2012. NOW RETIRED.",https://www.signingsavvy.com/sentences/sports/5808
"Curtis Pride is deaf and was a baseball player. He played for many teams, such as the Detroit Tigers, Atlanta Braves, and New York Yankees. He is currently the coach for the Gallaudet University baseball team.","C-U-R-T-I-S P-R-I-D-E HIMSELF DEAF BASEBALL PLAYER. HE USED-TO PLAY DIFFERENT DIFFERENT DIFFERENT TEAMS ONE-OF-THREE DETROIT T-I-G-E-R-S, TWO-OF-THREE ATLANTA B-R-A-V-E-S, THREE-OF-THREE NEW YORK Y-A-N-K-E-E-S. NOW HE COACH GALLAUDET UNIVERSITY BASEBALL TEAM.",https://www.signingsavvy.com/sentences/sports/5809
Do you want to join our bowling league?,OUR BOWLING L-E-A-G-U-E JOIN-US YOU WANT?,https://www.signingsavvy.com/sentences/sports/5810
Shelley Beattie was a deaf professional weightlifter who became famous after being on the TV show American Gladiators.,S-H-E-L-L-E-Y B-E-A-T-T-I-E HERSELF DEAF P-R-O WEIGHTLIFTER. SHE BECAME FAMOUS WHY? SHE INVOLVED #TV PROGRAM AMERICAN G-L-A-D-I-A-T-O-R-S.,https://www.signingsavvy.com/sentences/sports/5811
My sister is really good at tossing balls.,BALL MY SISTER EXPERT TOSS.,https://www.signingsavvy.com/sentences/sports/5971
The football players all got new Nike shoes.,#ALL FOOTBALL PLAYERS GOT NEW N-I-K-E SHOES.,https://www.signingsavvy.com/sentences/sports/6103
Muhammad Ali beat George Foreman in boxing.,BOXING M-U-H-A-M-M-A-D A-L-I BEAT G-E-O-R-G-E F-O-R-E-M-A-N.,https://www.signingsavvy.com/sentences/sports/7715
Baseball practice is at 12:00 pm.,TIME 12 PM BASEBALL PRACTICE.,https://www.signingsavvy.com/sentences/sports/7714
Are you prepared for hurricane season?,HURRICANE S-E-A-S-O-N YOU READY PREPARE?,https://www.signingsavvy.com/sentences/weather/5812
I think it is supposed to rain all week.,ALL WEEK SUPPOSED-TO RAIN I THINK.,https://www.signingsavvy.com/sentences/weather/5813
"If it is snowing, you should drive slowly.",IF SNOW DRIVE SLOW YOU SHOULD.,https://www.signingsavvy.com/sentences/weather/5814
There was a pretty rainbow after the rain showers.,RAIN FINISH PRETTY RAINBOW.,https://www.signingsavvy.com/sentences/weather/5815
It's raining outside so you should bring your umbrella.,OUTSIDE RAINING UMBRELLA BRING YOU SHOULD.,https://www.signingsavvy.com/sentences/weather/5816
Florida is famous for having hurricanes.,F-L-A FAMOUS WHAT? HURRICANES.,https://www.signingsavvy.com/sentences/weather/5817
"The weatherman in Florida has an easy job, the forecast is the same everyday - sunny with possible rain.",WEATHER PERSON F-L-A EASY #JOB EVERYDAY FORECAST SAME-SAME SUN POSSIBLE RAIN.,https://www.signingsavvy.com/sentences/weather/5818
"The colors in the rainbow are red, orange, yellow, green, blue, and purple.",RAINBOW COLORS WHAT? RED ORANGE YELLOW GREEN BLUE PURPLE.,https://www.signingsavvy.com/sentences/weather/7728
My dog is afraid of thunder and lightning.,THUNDER LIGHTNING MY DOG AFRAID.,https://www.signingsavvy.com/sentences/weather/7726
The weather is hot today.,TODAY WEATHER HOT.,https://www.signingsavvy.com/sentences/weather/7146
The weather is warm today.,TODAY WEATHER WARM.,https://www.signingsavvy.com/sentences/weather/7721
The weather is cold today.,TODAY WEATHER COLD.,https://www.signingsavvy.com/sentences/weather/7150
The weather is cool today.,TODAY WEATHER COOL.,https://www.signingsavvy.com/sentences/weather/7152
Today the weather is sunny.,WEATHER TODAY WHAT? SUNNY.,https://www.signingsavvy.com/sentences/weather/7154
Today the weather is cloudy.,WEATHER TODAY WHAT? CLOUDY.,https://www.signingsavvy.com/sentences/weather/7156
Today the weather is windy.,WEATHER TODAY WHAT? WINDY.,https://www.signingsavvy.com/sentences/weather/7158
Today the weather is rainy.,WEATHER TODAY WHAT? RAINY.,https://www.signingsavvy.com/sentences/weather/7160
Today the weather is snowy.,WEATHER TODAY WHAT? SNOWY.,https://www.signingsavvy.com/sentences/weather/7162
What is the weather today?,TODAY WEATHER WHAT?,https://www.signingsavvy.com/sentences/weather/7164
What is the weather today?,WEATHER TODAY WHAT?,https://www.signingsavvy.com/sentences/weather/7166
What is the weather tomorrow?,WEATHER TOMORROW WHAT?,https://www.signingsavvy.com/sentences/weather/7168
What is the weather Saturday?,WEATHER SATURDAY WHAT?,https://www.signingsavvy.com/sentences/weather/7170
Today's weather forecast is fog.,TODAY WEATHER FORECAST FOG.,https://www.signingsavvy.com/sentences/weather/7172
Today's weather forecast is thunder.,TODAY WEATHER FORECAST THUNDER.,https://www.signingsavvy.com/sentences/weather/7174
Today's weather forecast is lightning.,TODAY WEATHER FORECAST LIGHTNING.,https://www.signingsavvy.com/sentences/weather/7176
Today's weather forecast is a tornado.,TODAY WEATHER FORECAST TORNADO.,https://www.signingsavvy.com/sentences/weather/7178
Today's weather forecast is a hurricane.,TODAY WEATHER FORECAST HURRICANE.,https://www.signingsavvy.com/sentences/weather/7180
Today's weather forecast is a blizzard.,TODAY WEATHER FORECAST BLIZZARD.,https://www.signingsavvy.com/sentences/weather/7182
Today's weather forecast is a flood.,TODAY WEATHER FORECAST FLOOD.,https://www.signingsavvy.com/sentences/weather/7184
Today's weather forecast is freezing rain.,TODAY WEATHER FORECAST FREEZING RAIN.,https://www.signingsavvy.com/sentences/weather/7186
Today the weather is a 85% chance of freezing rain.,WEATHER TODAY WHAT? 85 PERCENT FREEZING RAIN.,https://www.signingsavvy.com/sentences/weather/7188
"In 1947, Rhulin Thomas became the first deaf pilot to fly from coast-to-coast in the U.S. alone.",YEAR 1947 R-H-U-L-I-N T-H-O-M-A-S HE FIRST DEAF PILOT ALONE UNITED STATES C-O-A-S-T FLY-ACROSS C-O-A-S-T.,https://www.signingsavvy.com/sentences/when/5819
My brother is thin because he exercises everyday.,MY BROTHER THIN WHY? (because) EXERCISE EVERYDAY.,https://www.signingsavvy.com/sentences/when/5820
My 29th birthday is tomorrow! (Just kidding!),TOMORROW MY BIRTHDAY! I OLD 29. WINK-WINK.,https://www.signingsavvy.com/sentences/when/5821
I watched a boring movie last night and fell asleep.,LAST NIGHT BORING MOVIE I WATCH FALL-ASLEEP ME.,https://www.signingsavvy.com/sentences/when/5822
I need to drink coffee to wake me up every morning.,EVERY MORNING I WAKE UP HOW? COFFEE NEED DRINK ME.,https://www.signingsavvy.com/sentences/when/5823
I eat ice cream for dessert every night.,EVERY NIGHT DESSERT ICE CREAM I EAT.,https://www.signingsavvy.com/sentences/when/5824
My father-in-law worked at a factory for twenty-five years.,25 YEARS FACTORY MY FATHER-IN-LAW WORK WORK WORK.,https://www.signingsavvy.com/sentences/when/5825
Every Tuesday my family has game night.,EVERY TUESDAY MY FAMILY DO-DO? GAME NIGHT.,https://www.signingsavvy.com/sentences/when/5826
My girlfriends are coming over for dinner tonight.,TONIGHT DINNER MY GIRLFRIENDS COME OVER.,https://www.signingsavvy.com/sentences/when/5827
I have many good ideas for your birthday party.,YOUR BIRTHDAY PARTY MANY GOOD IDEAS I HAVE.,https://www.signingsavvy.com/sentences/when/5828
"My neighbor is lazy, he never mows the lawn.",MY NEIGHBOR LAZY WHY? MOW LAWN NEVER.,https://www.signingsavvy.com/sentences/when/5829
My mother-in-law has been very sick recently.,MY MOTHER-IN-LAW RECENTLY SICK (emphasized).,https://www.signingsavvy.com/sentences/when/5830
When I was young I delivered the newspaper every morning.,WHEN I YOUNG EVERY MORNING NEWSPAPER I DELIVER.,https://www.signingsavvy.com/sentences/when/5831
I'm doing nothing this weekend.,NOW WEEKEND ME DO-DO NOTHING.,https://www.signingsavvy.com/sentences/when/5832
I roller skated a lot when I was young.,WHEN I YOUNG I ROLLER SKATED A LOT.,https://www.signingsavvy.com/sentences/when/5833
I love watching sports every Saturday.,EVERY SATURDAY S-P-O-R-T-S WATCH I LOVE.,https://www.signingsavvy.com/sentences/when/5834
My favorite time to swim is 8 in the morning.,MY FAVORITE TIME SWIM WHEN? 8 MORNING.,https://www.signingsavvy.com/sentences/when/5835
I visited Gallaudet University two years ago.,2 YEARS AGO GALLAUDET UNIVERSITY I VISIT.,https://www.signingsavvy.com/sentences/when/5836
Today the wind is 25 mph.,TODAY WIND 25 #MPH.,https://www.signingsavvy.com/sentences/when/5837
I am invited to 3 weddings this summer.,THIS SUMMER 3 WEDDINGS INVITE I.,https://www.signingsavvy.com/sentences/when/5838
I have to work at 1 pm today.,TIME 1 PM ME DO-DO? GO WORK.,https://www.signingsavvy.com/sentences/when/5839
I need to buy new comfortable shoes before I go to Disney World.,NEW COMFORTABLE SHOES NEED BUY I WHY? DISNEY WORLD GO-TO WILL I.,https://www.signingsavvy.com/sentences/when/5840
I have a dentist appointment tomorrow.,TOMORROW DENTIST APPOINTMENT I HAVE.,https://www.signingsavvy.com/sentences/when/5841
I am going out to dinner with friends Friday night.,FRIDAY NIGHT ME DO-DO? GO-OUT EAT WITH FRIENDS.,https://www.signingsavvy.com/sentences/when/5842
I am taking a yoga class on Monday.,MONDAY Y-O-G-A CLASS ME TAKE.,https://www.signingsavvy.com/sentences/when/5843
What are you doing tomorrow night?,TOMORROW NIGHT YOU DO-DO?,https://www.signingsavvy.com/sentences/when/5844
